num_visits_customer,total_net_sales,is_cc_user,avg_net_sales_per_visit,pct_spent_sweaters,pct_spent_knit_tops,pct_spent_knit_dresses,pct_spent_blouses,pct_spent_jackets,pct_spent_career_pants,pct_spent_casual_pants,pct_spent_shirts,pct_spent_dresses,pct_spent_suits,pct_spent_outwear,pct_spent_jewelry,pct_spent_fashion,pct_spent_legwear,pct_spent_collectibles,ammount_spend_store_1,ammount_spend_store_2,ammount_spend_store_3,ammount_spend_store_4,ammount_spend_past_3months,ammount_spend_past_month,ammount_spend_past_6months,ammount_spend_last_year_same_period,gross margin percentage,num_mkt_promotions,num_days_customer,num_days_between_purchases,markdown,num_diff_product_classes,num_cupons_used,num_individual_items_purchased,num_stores_shopped,has_valid_phone,is_web_shopper,promotions_num_mailed,promotions_num_responded,promotions_pct_responded,product_uniformity,num_days_between_purchases_lifetime,pct_returns_products
1,128.0,False,128.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.71,19,691,691.0,0.0,1,0,1,1,True,False,8,0,0.0,100.0,172.75,0.0
10,506.19,False,50.61,0.56,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,288.69,217.5,0.0,87.97,40.5,183.71,0.0,0.48,7,293,29.3,0.27,7,0,29,4,True,False,2,2,100.0,36.74,13.95,0.25
1,263.0,True,263.0,0.44,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.0,0.22,0.0,186.0,77.0,0.0,263.0,0.0,263.0,0.0,0.66,2,36,36.0,0.02,6,0,8,2,True,False,0,0,0.0,45.62,18.0,0.0
1,98.97,True,98.97,0.18,0.0,0.0,0.36,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.97,0.0,0.0,0.0,98.97,0.0,0.44,4,179,179.0,0.1,3,0,3,1,True,False,1,0,0.0,37.19,179.0,0.0
6,260.94,False,43.49,0.17,0.04,0.0,0.1,0.19,0.0,0.0,0.1,0.0,0.0,0.0,0.07,0.0,0.01,0.0,0.0,164.97,55.99,39.98,39.98,0.0,190.96,0.0,0.56,6,251,41.83,0.13,9,0,13,3,False,False,2,1,50.0,9.85,27.88,0.39
6,1008.0,False,168.0,0.31,0.0,0.21,0.02,0.06,0.11,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,0.0,469.0,469.0,662.0,0.0,0.68,13,695,115.83,0.03,11,0,27,1,True,False,4,0,0.0,20.65,28.95,0.05
5,305.15,False,61.03,0.24,0.07,0.24,0.28,0.0,0.0,0.05,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.46,76.7,22.99,102.44,0.0,265.15,0.0,0.35,4,609,121.8,0.34,7,1,16,3,True,True,1,0,0.0,21.74,33.83,0.0
2,148.6,True,74.3,0.38,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0.0,0.0,0.0,148.6,0.0,148.6,82.0,148.6,0.0,0.59,2,32,16.0,0.22,4,2,6,1,True,False,0,0,0.0,30.82,3.55,0.0
1,161.98,False,161.98,0.81,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.98,0.0,0.0,0.0,0.0,0.0,0.45,10,297,297.0,0.38,2,0,7,1,True,False,4,0,0.0,69.83,297.0,0.0
3,140.43,True,46.81,0.7,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.45,18.98,0.0,0.0,0.0,101.45,0.0,0.26,16,641,213.66,0.3,3,0,8,4,True,False,7,0,0.0,50.63,45.78,0.21
1,203.96,False,203.96,0.56,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.96,0.0,0.0,0.0,203.96,0.0,0.53,1,100,100.0,0.13,3,0,7,1,True,False,0,0,0.0,41.75,100.0,0.0
2,120.99,False,60.49,0.33,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.48,0.0,0.0,120.99,0.0,0.0,0.0,81.0,0.0,0.68,8,558,279.0,0.0,4,0,4,1,True,False,1,0,0.0,61.79,186.0,0.0
3,95.55,False,31.85,0.25,0.15,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.07,0.01,0.0,0.0,0.0,95.55,0.0,95.55,42.57,95.55,0.0,0.11,1,404,134.66,0.52,7,0,11,2,True,False,0,0,0.0,23.24,67.33,0.0
8,713.74,False,89.21,0.22,0.0,0.03,0.06,0.0,0.15,0.02,0.0,0.18,0.0,0.17,0.01,0.0,0.0,0.07,0.0,0.0,742.74,0.0,355.0,0.0,499.98,0.0,0.59,18,642,80.25,0.21,11,1,16,2,False,False,10,2,20.0,15.23,30.57,0.12
3,70.49,False,23.49,0.25,0.24,0.0,0.0,0.0,0.0,0.21,0.0,0.1,0.0,0.0,0.0,0.14,0.03,0.0,0.0,22.49,48.0,0.0,48.0,48.0,48.0,22.49,0.0,5,423,141.0,0.47,6,0,8,3,False,False,3,0,0.0,20.47,105.75,0.0
13,1401.77,False,107.82,0.23,0.05,0.15,0.03,0.17,0.08,0.03,0.0,0.0,0.0,0.08,0.004493,0.02,0.002892,0.1,0.0,168.5,1233.27,0.0,498.42,393.0,862.89,0.0,0.59,17,489,37.61,0.2,18,1,48,4,True,False,10,4,40.0,14.11,16.86,0.1
1,98.0,False,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,98.0,0.66,3,327,327.0,0.0,1,0,2,1,True,False,2,0,0.0,100.0,163.5,0.0
1,347.78,True,347.78,0.08,0.0,0.0,0.12,0.25,0.15,0.0,0.0,0.0,0.25,0.0,0.007764,0.08,0.03,0.4,0.0,319.0,28.78,0.0,347.78,0.0,347.78,0.0,0.41,2,75,75.0,0.29,9,1,15,2,True,False,0,0,0.0,35.15,25.0,0.0
5,259.46,False,51.89,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.009435,0.15,0.0,0.0,0.0,0.0,259.46,0.0,0.0,0.0,89.97,149.99,0.52,11,314,62.8,0.41,6,0,9,2,True,False,4,1,25.0,40.58,39.25,0.02
1,213.29,True,213.29,0.0,0.0,0.0,0.12,0.41,0.24,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,213.29,0.0,0.0,0.0,0.0,0.0,0.64,20,350,350.0,0.1,4,0,4,1,True,False,5,0,0.0,105.81,31.81,0.0
3,312.96,False,104.32,0.11,0.0,0.0,0.09,0.31,0.18,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,247.98,64.98,0.0,0.0,0.0,0.0,212.0,0.59,18,408,136.0,0.07,5,0,7,2,False,False,9,2,22.22,33.89,102.0,0.0
1,112.99,False,112.99,0.69,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.99,0.0,0.0,0.0,0.0,112.99,0.57,12,321,321.0,0.14,2,0,4,1,True,False,4,0,0.0,57.92,107.0,0.0
1,98.08,True,98.08,0.0,0.0,0.0,0.36,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.08,0.0,0.0,0.0,0.0,0.0,0.63,11,339,339.0,0.22,3,0,3,1,True,False,3,0,0.0,53.54,339.0,0.0
2,739.99,False,369.99,0.03,0.0,0.0,0.28,0.37,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,700.0,39.99,0.0,0.0,0.0,739.99,0.0,0.68,6,154,77.0,0.0,5,0,14,3,True,False,1,0,0.0,47.92,25.66,0.06
2,138.97,False,69.48,0.0,0.0,0.28,0.43,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.97,0.0,0.0,0.0,39.99,0.0,0.63,9,498,249.0,0.0,4,0,4,1,True,False,2,1,50.0,34.78,62.25,0.0
3,445.91,True,148.63,0.09,0.08,0.0,0.23,0.17,0.08,0.03,0.0,0.0,0.0,0.09,0.004463,0.15,0.01,0.0,0.0,0.0,445.91,0.0,0.0,0.0,274.95,0.0,0.38,19,622,207.33,0.21,12,1,16,2,True,False,9,2,22.22,14.83,69.11,0.0
2,108.0,True,54.0,0.05,0.0,0.32,0.0,0.0,0.0,0.0,0.05,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,108.0,0.0,108.0,108.0,108.0,0.0,0.45,0,26,13.0,0.26,6,1,7,1,True,False,0,0,0.0,13.88,2.36,0.49
1,156.0,False,156.0,0.0,0.0,0.0,0.18,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,97.0,59.0,0.0,0.0,0.0,0.0,0.0,0.67,6,217,217.0,0.0,2,0,3,2,True,False,2,0,0.0,84.03,108.5,0.0
1,245.0,False,245.0,0.15,0.0,0.0,0.0,0.4,0.24,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,245.0,0.0,245.0,0.0,245.0,0.0,0.7,3,443,443.0,0.0,4,0,4,1,True,False,0,0,0.0,70.12,147.66,0.0
1,112.0,False,112.0,0.25,0.0,0.3,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,112.0,0.67,12,441,441.0,0.0,3,0,3,1,False,False,5,0,0.0,35.06,49.0,0.0
2,222.92,True,111.46,0.32,0.0,0.31,0.08,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.99,192.93,0.0,0.0,0.0,89.96,0.0,0.38,18,558,279.0,0.04,5,0,9,2,True,False,8,2,25.0,28.61,34.87,0.0
1,467.06,True,467.06,0.0,0.0,0.0,0.1,0.32,0.28,0.0,0.09,0.0,0.19,0.0,0.0,0.0,0.0,0.09,0.0,0.0,467.06,0.0,0.0,0.0,467.06,0.0,0.58,7,101,101.0,0.13,5,0,8,1,True,False,0,0,0.0,25.18,101.0,0.0
1,172.99,False,172.99,0.0,0.0,0.0,0.14,0.57,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,172.99,0.0,0.0,0.0,0.0,0.0,0.7,12,299,299.0,0.0,3,0,3,1,True,False,3,0,0.0,116.05,299.0,0.0
3,567.86,True,189.28,0.05,0.0,0.0,0.03,0.47,0.05,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,480.6,87.26,53.53,0.0,53.53,0.0,0.62,19,308,102.66,0.13,5,0,6,3,True,False,5,1,20.0,108.7,61.6,0.0
6,797.97,False,132.99,0.16,0.0,0.13,0.11,0.13,0.34,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,797.97,0.0,0.0,0.0,0.0,219.0,0.63,15,357,59.5,0.04,9,0,23,3,True,False,5,0,0.0,19.72,59.5,0.08
1,247.0,False,247.0,0.0,0.0,0.0,0.0,0.44,0.23,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.7,14,355,355.0,0.0,3,0,3,1,False,False,5,0,0.0,41.11,355.0,0.0
1,188.97,False,188.97,0.0,0.0,0.0,0.21,0.0,0.0,0.2,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.97,39.0,0.0,0.0,0.0,188.97,0.0,0.64,2,93,93.0,0.19,4,0,5,2,True,False,0,0,0.0,25.7,46.5,0.0
2,69.0,False,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,20.0,20.0,69.0,0.0,0.51,0,157,78.5,0.22,1,0,2,1,True,False,0,0,0.0,100.0,78.5,0.0
1,171.86,True,171.86,0.1,0.0,0.0,0.0,0.41,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.86,0.0,0.0,0.0,171.86,0.0,0.48,3,105,105.0,0.14,3,1,4,1,True,False,0,0,0.0,40.95,26.25,0.0
2,147.95,False,73.97,0.1,0.0,0.0,0.0,0.0,0.16,0.0,0.33,0.4,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,147.95,0.0,147.95,0.0,147.95,0.0,0.41,0,60,30.0,0.3,4,0,6,1,True,False,0,0,0.0,42.02,12.0,0.0
1,126.0,False,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,126.0,0.68,17,313,313.0,0.0,2,0,2,1,False,False,5,0,0.0,57.87,313.0,0.0
15,1028.12,False,68.54,0.14,0.005979,0.0,0.1,0.09,0.0,0.02,0.05,0.13,0.04,0.0,0.01,0.02,0.003153,0.11,0.0,0.0,1028.12,0.0,149.99,85.0,552.04,0.0,0.61,11,496,33.06,0.12,19,3,38,2,False,False,5,3,60.0,7.79,13.77,0.54
2,102.99,False,51.49,0.2,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,84.99,18.0,0.0,0.0,0.0,0.0,0.0,0.6,2,650,325.0,0.15,3,0,3,2,True,False,5,1,20.0,45.82,130.0,0.0
1,169.5,False,169.5,0.0,0.0,0.0,0.0,0.43,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.5,0.0,0.0,0.0,0.0,0.0,0.59,17,344,344.0,0.25,2,0,3,1,False,False,5,0,0.0,50.76,344.0,0.0
4,140.0,True,35.0,0.28,0.0,0.16,0.17,0.0,0.22,0.0,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,95.0,45.0,0.0,0.0,25.0,70.0,0.0,17,627,156.75,0.46,8,0,19,5,True,False,7,1,14.29,20.42,41.8,0.02
1,108.0,False,108.0,0.45,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,108.0,0.0,0.0,0.0,0.0,108.0,0.62,17,493,493.0,0.14,2,0,3,1,True,False,5,0,0.0,80.27,246.5,0.0
8,866.44,True,108.3,0.19,0.0,0.04,0.0,0.19,0.05,0.02,0.09,0.12,0.0,0.0,0.04,0.06,0.0,0.0,0.0,0.0,866.44,0.0,59.0,59.0,319.72,0.0,0.57,20,553,69.12,0.19,12,1,19,1,True,False,9,2,22.22,11.55,30.72,0.16
1,129.99,False,129.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.99,0.0,0.0,0.0,0.0,0.0,0.71,9,355,355.0,0.17,1,0,1,1,False,False,5,0,0.0,100.0,355.0,0.0
4,493.39,False,123.34,0.41,0.06,0.04,0.0,0.0,0.0,0.21,0.06,0.15,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,493.39,0.0,117.48,104.98,258.45,0.0,0.45,5,275,68.75,0.3,11,1,22,1,True,False,1,0,0.0,25.3,68.75,0.0
9,445.87,True,49.54,0.41,0.04,0.0,0.0,0.0,0.07,0.0,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.11,85.76,0.0,0.0,0.0,145.14,220.49,0.56,22,523,58.11,0.25,6,2,20,5,True,False,10,5,50.0,19.23,23.77,0.44
2,70.99,False,35.49,0.0,0.39,0.0,0.4,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.99,0.0,13.99,0.0,70.99,0.0,0.62,2,113,56.5,0.07,3,0,3,1,True,False,0,0,0.0,36.12,56.5,0.0
3,258.05,False,86.01,0.0,0.02,0.0,0.12,0.0,0.0,0.15,0.13,0.06,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.99,70.06,70.06,0.0,70.06,0.0,0.55,18,336,112.0,0.04,6,0,8,2,False,False,5,1,20.0,17.01,67.2,0.18
1,81.98,False,81.98,0.0,0.0,0.0,0.36,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,81.98,0.0,0.0,0.0,0.0,0.0,0.54,7,217,217.0,0.03,3,0,3,1,True,False,2,0,0.0,39.32,217.0,0.0
2,100.99,False,50.49,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.99,0.0,0.0,0.0,49.0,0.0,0.44,5,507,253.5,0.42,3,0,4,1,True,False,0,0,0.0,38.04,126.75,0.0
1,176.98,False,176.98,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,79.98,0.0,176.98,176.98,176.98,0.0,0.67,0,495,495.0,0.0,2,0,4,2,True,False,0,0,0.0,55.55,70.71,0.0
1,207.48,False,207.48,0.13,0.0,0.0,0.0,0.38,0.0,0.18,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,39.0,168.48,0.0,0.0,0.0,0.0,0.0,0.55,7,235,235.0,0.15,5,0,5,2,False,False,2,0,0.0,24.46,117.5,0.0
1,90.98,False,90.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.98,0.0,0.0,0.0,0.0,0.0,0.35,1,260,260.0,0.42,1,0,2,1,True,False,1,0,0.0,100.0,260.0,0.0
3,170.73,False,56.91,0.28,0.0,0.0,0.0,0.17,0.0,0.21,0.23,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,170.73,0.0,0.0,0.0,49.0,0.0,0.58,5,579,193.0,0.16,5,0,8,1,True,False,1,0,0.0,22.21,72.37,0.0
15,973.28,False,64.88,0.34,0.03,0.08,0.07,0.05,0.0,0.03,0.06,0.13,0.0,0.0,0.01,0.02,0.003107,0.0,0.0,0.0,920.21,53.07,179.51,0.0,487.94,212.44,0.41,22,653,43.53,0.27,17,1,57,4,True,False,10,5,50.0,16.34,22.51,0.12
1,332.01,False,332.01,0.12,0.0,0.0,0.0,0.29,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.03,0.0,0.33,0.0,261.0,71.01,0.0,0.0,0.0,0.0,0.0,0.67,20,374,374.0,0.05,6,1,8,3,False,True,10,1,10.0,25.17,31.16,0.4
1,212.99,False,212.99,0.23,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.99,0.0,0.0,0.0,0.0,0.0,0.57,5,201,201.0,0.26,3,0,4,1,True,False,2,0,0.0,45.08,201.0,0.0
3,327.66,True,109.22,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.04,0.47,0.0,0.0,0.0,0.03,0.01,0.15,0.0,0.0,327.66,0.0,27.99,0.0,0.0,0.0,0.58,6,183,61.0,0.11,5,1,10,1,True,False,1,0,0.0,26.4,10.76,0.44
6,337.66,True,56.27,0.11,0.12,0.0,0.08,0.29,0.17,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.68,134.98,0.0,16.99,16.99,127.96,0.0,0.63,8,241,40.16,0.15,7,1,10,3,True,False,2,1,50.0,17.82,12.68,0.0
34,2164.01,True,63.64,0.59,0.01,0.0,0.0,0.02,0.08,0.01,0.0,0.0,0.0,0.03,4e-06,0.0,0.001205,0.0,0.0,465.1,1698.91,0.0,276.0,276.0,900.75,540.0,0.53,30,699,20.55,0.27,12,9,92,11,True,True,10,8,80.0,36.16,6.59,0.3
2,102.5,False,51.25,0.66,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,102.5,0.0,68.0,0.0,68.0,34.5,0.61,4,481,240.5,0.1,3,0,4,2,False,False,1,0,0.0,49.77,120.25,0.0
2,255.97,True,127.98,0.38,0.0,0.0,0.0,0.27,0.0,0.14,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.27,0.0,49.99,205.98,0.0,119.98,0.0,119.98,135.99,0.58,12,425,212.5,0.27,4,0,5,3,True,False,5,0,0.0,35.62,106.25,0.0
7,507.43,True,72.49,0.14,0.04,0.28,0.08,0.05,0.08,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,443.93,63.5,0.0,169.99,121.0,169.99,79.97,0.56,15,367,52.42,0.22,10,1,20,2,True,False,6,2,33.33,16.01,14.11,0.1
29,1505.82,True,51.92,0.35,0.11,0.03,0.0,0.0,0.0,0.0,0.19,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.97,1102.85,0.0,477.98,249.0,708.92,87.0,0.58,26,702,24.2,0.12,11,1,50,2,True,False,10,7,70.0,20.13,12.76,0.18
4,377.46,True,94.36,0.21,0.0,0.01,0.15,0.21,0.2,0.15,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.47,48.99,0.0,49.48,0.0,191.48,0.0,0.3,17,633,158.25,0.35,8,1,13,3,True,False,8,1,12.5,18.47,30.14,0.0
21,705.64,True,33.6,0.1,0.006411,0.0,0.01,0.13,0.26,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.9,36.74,0.0,0.0,0.0,197.94,95.99,0.54,19,692,32.95,0.22,10,5,31,3,True,False,9,6,66.67,10.17,10.17,0.83
2,43.99,False,21.99,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.99,0.0,0.0,0.0,0.0,0.0,0.48,15,415,207.5,0.36,2,1,2,1,True,False,9,0,0.0,67.45,103.75,0.0
1,90.97,False,90.97,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,74.97,16.0,0.0,0.0,0.0,0.0,0.0,0.41,0,281,281.0,0.14,4,0,6,2,True,False,0,0,0.0,71.01,140.5,0.0
2,100.47,True,50.23,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,100.47,0.0,0.0,0.0,0.0,0.0,0.51,14,657,328.5,0.17,3,0,8,2,True,False,6,0,0.0,18.24,131.4,0.89
5,586.41,True,117.28,0.0,0.02,0.0,0.0,0.09,0.0,0.07,0.0,0.28,0.15,0.22,0.0,0.0,0.14,0.0,0.0,562.37,24.04,0.0,97.0,97.0,306.97,0.0,0.37,19,678,135.6,0.4,7,1,22,4,True,False,9,1,11.11,19.28,35.68,0.0
1,197.0,False,197.0,0.0,0.0,0.0,0.19,0.5,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.7,10,246,246.0,0.0,3,0,3,1,True,False,2,0,0.0,102.46,246.0,0.0
1,322.99,False,322.99,0.23,0.0,0.0,0.14,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.99,0.0,0.0,0.0,0.0,0.0,0.67,14,278,278.0,0.0,3,0,5,1,False,False,4,0,0.0,45.46,278.0,0.0
12,664.77,True,55.39,0.54,0.02,0.0,0.0,0.0,0.0,0.07,0.0,0.09,0.0,0.2,0.03,0.0,0.0,0.0,0.0,159.49,416.31,88.97,40.87,28.98,69.87,61.98,0.51,24,514,42.83,0.33,9,1,24,5,True,False,10,6,60.0,35.87,27.05,0.0
1,98.0,False,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.53,6,361,361.0,0.27,1,0,4,1,True,False,4,0,0.0,100.0,361.0,0.0
6,475.17,False,79.19,0.13,0.14,0.0,0.09,0.42,0.06,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,262.44,212.73,0.0,79.97,0.0,303.2,0.0,0.47,4,432,72.0,0.25,9,2,19,3,True,False,0,0,0.0,31.14,30.85,0.0
15,602.66,True,40.17,0.13,0.09,0.08,0.1,0.07,0.15,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.008178,0.0,0.0,0.0,602.66,0.0,125.97,0.0,179.7,140.23,0.56,22,664,44.26,0.19,14,3,25,1,True,False,10,7,70.0,11.11,18.44,0.21
2,447.38,True,223.69,0.26,0.0,0.0,0.24,0.13,0.09,0.18,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,222.38,225.0,0.0,0.0,0.0,338.4,0.0,0.57,16,667,333.5,0.16,9,1,16,3,True,False,8,2,25.0,19.49,37.05,0.0
5,447.87,True,89.57,0.48,0.0,0.03,0.04,0.0,0.0,0.0,0.05,0.35,0.0,0.0,0.0,0.0,0.02,0.0,0.0,267.87,180.0,0.0,166.88,102.0,375.87,0.0,0.59,19,589,117.8,0.15,8,1,14,2,True,False,9,3,33.33,36.9,21.03,0.0
4,195.95,False,48.98,0.25,0.0,0.0,0.0,0.17,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,195.95,0.0,0.0,0.0,153.46,0.0,0.38,7,376,94.0,0.3,4,0,9,1,True,False,5,0,0.0,37.72,62.66,0.0
2,144.96,False,72.48,0.37,0.0,0.0,0.33,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,144.96,0.0,0.0,0.0,0.0,0.0,0.45,5,244,122.0,0.24,4,0,6,1,True,False,2,0,0.0,29.56,122.0,0.0
1,147.49,False,147.49,0.0,0.1,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.06,0.13,0.03,0.0,0.0,0.0,147.49,0.0,0.0,0.0,0.0,147.49,0.69,17,326,326.0,0.0,6,0,6,1,False,False,5,0,0.0,25.49,326.0,0.0
4,430.99,True,107.74,0.22,0.13,0.0,0.0,0.22,0.0,0.06,0.0,0.16,0.0,0.0,0.05,0.08,0.04,0.22,0.0,350.0,80.99,0.0,69.0,69.0,141.99,123.0,0.63,16,328,82.0,0.18,8,0,17,2,True,False,9,2,22.22,21.72,32.8,0.0
5,85.96,False,17.19,0.17,0.0,0.22,0.04,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,85.96,0.0,5.99,0.0,63.46,0.0,0.0,4,439,87.8,0.4,6,0,8,3,True,False,0,0,0.0,20.57,39.9,0.17
5,521.72,False,104.34,0.43,0.02,0.0,0.0,0.0,0.0,0.04,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.72,75.0,0.0,0.0,0.0,78.0,166.74,0.63,7,400,80.0,0.1,6,0,15,4,True,False,6,2,33.33,42.93,44.44,0.0
8,294.75,False,36.84,0.36,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,167.75,0.0,78.0,0.0,166.0,0.0,0.62,19,608,76.0,0.16,5,0,17,4,True,False,8,3,37.5,13.36,25.33,1.4
